<AQUIFER>,,
Bore,Depth_Water,WL_Date
TV Ross Flowing,-33.72,22-Jun-99
TV Ross Flowing,-34.72,28-Jul-99
TV Ross Flowing,-32.62,24-Aug-99
TV Ross Flowing,-35.8,21-Sep-99
TV Ross Flowing,-32.42,20-Oct-99
TV Ross Flowing,-40.22,16-Nov-99
TV Ross Flowing,-42.63,14-Dec-99
TV Ross Flowing,-42.83,18-Jan-00
TV Ross Flowing,-43.13,15-Feb-00
TV Ross Flowing,-43.62,21-Mar-00
TV Ross Flowing,-41.63,11-Apr-00
TV Ross Flowing,-37.52,16-May-00
TV Ross Flowing,-34.14,13-Jun-00
TV Ross Flowing,-37.39,11-Jul-00
TV Ross Flowing,-31,15-Aug-00
TV Ross Flowing,-33.85,26-Sep-00
TV Ross Flowing,-38.9,17-Oct-00
TV Ross Flowing,-39.12,14-Nov-00
TV Ross Flowing,-39.44,12-Dec-00
TV Ross Flowing,-42.5,23-Jan-01
TV Ross Flowing,-41.4,13-Feb-01
TV Ross Flowing,-41.3,13-Mar-01
TV Ross Flowing,-42.7,17-Apr-01
TV Ross Flowing,-37.62,15-May-01
TV Ross Flowing,-33.42,19-Jun-01
TV Ross Flowing,-31.42,17-Jul-01
TV Ross Flowing,-34.52,16-Aug-01
TV Ross Flowing,-29.92,11-Sep-01
TV Ross Flowing,-45,23-Oct-01
TV Ross Flowing,-45,9-Jan-02
TV Ross Flowing,-45,3-Apr-02
TV Ross Flowing,-32.3,20-Jun-02
TV Ross Flowing,-34.2,12-Sep-02
TV Ross Flowing,-41.2,11-Dec-02
TV Ross Flowing,-41.6,4-Mar-03
TV Ross Flowing,-31.8,15-Sep-03
TV Ross Flowing,-39.2,19-Dec-03
TV Ross Flowing,-38.1,19-Feb-04
TV Ross Flowing,-38.1,23-Apr-04
TV Ross Flowing,-36.9,18-Oct-04
TV Ross Flowing,-28.8,21-Dec-04
TV Ross Flowing,-47.5,16-Feb-05
TV Ross Flowing,-34.6,14-Apr-05
TV Ross Flowing,-29.7,6-Jun-07
TV Ross Flowing,-39.8,17-Mar-08
TV Ross Flowing,-40.29,8-Nov-11
TV Ross Flowing,-41.16,3-Jan-12
TV Ross Flowing,-42.48,13-Mar-12
TV Ross Flowing,-39.36,24-May-12
TV Ross Flowing,-35.83,19-Jul-12
TV Ross Flowing,-34.83,17-Sep-12
TV Ross Flowing,-39.02,19-Mar-13
TV Ross Flowing,-36.38,26-Nov-13
TV Ross Flowing,-37.21,25-Jan-14
TV Ross Flowing,-37.75,1-May-14
TV Ross Flowing,-31.14,24-Jul-14
TV Ross Flowing,-35.27,18-Sep-14
TV Ross Flowing,-38.74,29-Jan-15
TV Ross Flowing,-36.52,11-Mar-15
TV Ross Flowing,-35.76,3-Jun-15
TV Ross Flowing,-33.67,4-Sep-15
TV Ross Flowing,-34.71,20-Oct-16
TV Ross Flowing,-41.77,21-Mar-17
TV Roswell,14.98,25-Jun-91
TV Roswell,15.43,18-Jul-95
TV Roswell,18.55,20-Mar-96
TV Roswell,14.41,19-Jul-96
TV Roswell,13.18,21-Aug-96
TV Roswell,13.88,18-Sep-96
TV Roswell,14.28,22-Oct-96
TV Roswell,15.44,20-Nov-96
TV Roswell,16.19,16-Dec-96
TV Roswell,16.73,21-Jan-97
TV Roswell,17.1,18-Feb-97
TV Roswell,17.51,26-Mar-97
TV Roswell,18.94,28-Apr-97
TV Roswell,15.5,21-May-97
TV Roswell,17.73,25-Jun-97
TV Roswell,14.69,30-Jul-97
TV Roswell,14.17,25-Aug-97
TV Roswell,14.26,24-Sep-97
TV Roswell,14.59,28-Oct-97
TV Roswell,15.66,24-Nov-97
TV Roswell,16.5,22-Dec-97
TV Roswell,17.14,20-Jan-98
TV Roswell,17.62,26-Feb-98
TV Roswell,17.79,17-Mar-98
TV Roswell,21.6,21-Apr-98
TV Roswell,16.12,18-May-98
TV Roswell,15.41,22-Jun-98
TV Roswell,14.75,20-Jul-98
TV Roswell,13.16,24-Aug-98
TV Roswell,17.8,28-Sep-98
TV Roswell,14.59,26-Oct-98
TV Roswell,15.66,24-Nov-98
TV Roswell,16.44,21-Dec-98
TV Roswell,17.2,27-Jan-99
TV Roswell,17.61,22-Feb-99
TV Roswell,17.93,22-Mar-99
TV Roswell,16.65,30-Apr-99
TV Roswell,15.74,24-May-99
TV Roswell,15.31,22-Jun-99
TV Roswell,14.87,26-Jul-99
TV Roswell,13.93,24-Aug-99
TV Roswell,14.03,21-Sep-99
TV Roswell,14.67,20-Oct-99
TV Roswell,15.6,16-Nov-99
TV Roswell,16.43,14-Dec-99
TV Roswell,17.19,18-Jan-00
TV Roswell,17.65,15-Feb-00
TV Roswell,18.1,21-Mar-00
TV Roswell,17.88,11-Apr-00
TV Roswell,16.03,16-May-00
TV Roswell,14.97,13-Jun-00
TV Roswell,14.13,11-Jul-00
TV Roswell,13.35,15-Aug-00
TV Roswell,13.45,26-Sep-00
TV Roswell,13.95,17-Oct-00
TV Roswell,14.9,14-Nov-00
TV Roswell,15.75,12-Dec-00
TV Roswell,16.71,23-Jan-01
TV Roswell,17.13,13-Feb-01
TV Roswell,17.53,13-Mar-01
TV Roswell,17.12,17-Apr-01
TV Roswell,15.65,15-May-01
TV Roswell,14.21,19-Jun-01
TV Roswell,14.78,17-Jul-01
TV Roswell,12.85,14-Aug-01
TV Roswell,13.19,11-Sep-01
TV Roswell,13.4,8-Jan-02
TV Roswell,17.9,2-Apr-02
TV Roswell,14.6,20-Jun-02
TV Roswell,13,12-Sep-02
TV Roswell,15.4,11-Dec-02
TV Roswell,17.3,4-Mar-03
TV Roswell,12.3,16-Sep-03
TV Roswell,15.8,29-Dec-03
TV Roswell,17,17-Feb-04
TV Roswell,15.8,19-Apr-04
TV Roswell,13.9,15-Jun-04
TV Roswell,13.78,23-Jun-04
TV Roswell,12.5,23-Aug-04
TV Roswell,13.3,20-Oct-04
TV Roswell,15.5,21-Dec-04
TV Roswell,15,15-Feb-05
TV Roswell,16.7,12-Apr-05
TV Roswell,15.2,21-Jul-05
TV Roswell,14,19-Sep-05
TV Roswell,14.4,22-Nov-05
TV Roswell,16.2,25-Jan-06
TV Roswell,16.9,21-Apr-06
TV Roswell,13.3,20-Jun-06
TV Roswell,11.8,27-Aug-06
TV Roswell,12.7,18-Oct-06
TV Roswell,15,27-Dec-06
TV Roswell,16.7,21-Feb-07
TV Roswell,15.8,24-Apr-07
TV Roswell,13.8,18-Jun-07
TV Roswell,11.6,22-Aug-07
TV Roswell,13.4,22-Oct-07
TV Roswell,15.3,18-Dec-07
TV Roswell,15.7,18-Feb-08
TV Roswell,15.2,19-May-08
TV Roswell,13.3,16-Jul-08
TV Roswell,12.6,9-Sep-08
TV Roswell,14.8,18-Nov-08
TV Roswell,16.2,22-Jan-09
TV Roswell,17.1,12-Mar-09
TV Roswell,15,28-May-09
TV Roswell,13.23,5-Aug-09
TV Roswell,15.89,15-Jan-10
TV Roswell,16.73,11-Mar-10
TV Roswell,14.53,14-May-10
TV Roswell,12.91,13-Jul-10
TV Roswell,11.42,17-Sep-10
TV Roswell,13.54,9-Nov-10
TV Roswell,15.19,1-Feb-11
TV Roswell,14.77,20-May-11
TV Roswell,12.82,19-Jul-11
TV Roswell,13.35,8-Nov-11
TV Roswell,15.17,3-Jan-12
TV Roswell,16.5,13-Mar-12
TV Roswell,14.12,29-May-12
TV Roswell,11.98,19-Jul-12
TV Roswell,11.41,17-Sep-12
TV Roswell,16.71,21-Mar-13
TV Roswell,14.34,26-Nov-13
TV Roswell,15.55,1-May-14
TV Roswell,12.24,24-Jul-14
TV Roswell,11.84,18-Sep-14
TV Roswell,16.11,26-Jan-15
TV Roswell,16.79,11-Mar-15
TV Roswell,14.09,3-Jun-15
TV Roswell,12.98,3-Sep-15
TV Roswell,13.63,3-Jun-16
TV Roswell,12.75,20-Oct-16
TV Roswell,13.27,31-Oct-16
TV Roswell,14,17-Nov-16
TV Roswell,14.49,1-Dec-16
TV Roswell,14.91,15-Dec-16
TV Roswell,15.31,29-Dec-16
TV Roswell,15.64,12-Jan-17
TV Roswell,15.93,26-Jan-17
TV Roswell,16.15,9-Feb-17
TV Roswell,15.71,23-Feb-17
TV Roswell,14.96,9-Mar-17
TV Roswell,15.38,23-Mar-17
TV Sabin Rd,22.62,12-Mar-80
TV Sabin Rd,23.07,21-Mar-96
TV Sabin Rd,20.61,17-Sep-96
TV Sabin Rd,23.17,16-Mar-98
TV Sabin Rd,20.97,28-Sep-98
TV Sabin Rd,23.67,20-Mar-00
TV Sabin Rd,21.11,26-Sep-00
TV Sabin Rd,21.7,4-Oct-01
TV Sabin Rd,20.5,20-Oct-04
TV Sabin Rd,21.6,21-Dec-04
TV Sabin Rd,21.4,15-Feb-05
TV Sabin Rd,23.3,12-Apr-05
TV Sabin Rd,22.2,21-Jul-05
TV Sabin Rd,21.1,19-Sep-05
TV Sabin Rd,21,23-Nov-05
TV Sabin Rd,22.3,25-Jan-06
TV Sabin Rd,22.9,21-Apr-06
TV Sabin Rd,21.8,20-Jun-06
TV Sabin Rd,20.8,31-Aug-06
TV Sabin Rd,21,18-Oct-06
TV Sabin Rd,22.2,28-Dec-06
TV Sabin Rd,23,21-Feb-07
TV Sabin Rd,23.1,26-Apr-07
TV Sabin Rd,22.6,18-Jun-07
TV Sabin Rd,20.2,22-Aug-07
TV Sabin Rd,20,22-Oct-07
TV Sabin Rd,21.2,18-Dec-07
TV Sabin Rd,22.4,18-Feb-08
TV Sabin Rd,22,19-May-08
TV Sabin Rd,22.4,16-Jul-08
TV Sabin Rd,20.8,9-Sep-08
TV Sabin Rd,21.4,18-Nov-08
TV Sabin Rd,22.6,22-Jan-09
TV Sabin Rd,23.3,12-Mar-09
TV Sabin Rd,22.2,28-May-09
TV Sabin Rd,21.88,15-Jan-10
TV Sabin Rd,22.75,11-Mar-10
TV Sabin Rd,22,14-May-10
TV Sabin Rd,20.97,13-Jul-10
TV Sabin Rd,19.15,17-Sep-10
TV Sabin Rd,20.64,9-Nov-10
TV Sabin Rd,22.05,1-Feb-11
TV Sabin Rd,22.32,20-May-11
TV Sabin Rd,21,8-Nov-11
TV Sabin Rd,22.05,3-Jan-12
TV Sabin Rd,23.09,13-Mar-12
TV Sabin Rd,22.19,24-May-12
TV Sabin Rd,23.68,19-Jul-12
TV Sabin Rd,19.68,17-Sep-12
TV Sabin Rd,22.74,19-Mar-13
TV Sabin Rd,20.75,26-Nov-13
TV Sabin Rd,22.95,1-May-14
TV Sabin Rd,21.52,24-Jul-14
TV Sabin Rd,20.11,18-Sep-14
TV Sabin Rd,22.26,26-Jan-15
TV Sabin Rd,22.69,11-Mar-15
TV Sabin Rd,21.24,3-Jun-15
TV Sabin Rd,19.83,3-Sep-15
TV Sabin Rd,21.41,20-Oct-16
TV Sabin Rd,21.63,31-Oct-16
TV Sabin Rd,21.98,17-Nov-16
TV Sabin Rd,22.22,1-Dec-16
TV Sabin Rd,22.42,15-Dec-16
TV Sabin Rd,22.65,29-Dec-16
TV Sabin Rd,22.93,12-Jan-17
TV Sabin Rd,23.12,26-Jan-17
TV Sabin Rd,23.21,9-Feb-17
TV Sabin Rd,23.16,23-Feb-17
TV Sabin Rd,22.58,9-Mar-17
TV Sabin Rd,22.43,23-Mar-17
TV Sage Rd,17.62,16-Nov-04
TV Sage Rd,21.98,13-Jan-05
TV Sage Rd,27.48,31-Mar-05
TV Sage Rd,18.96,27-May-05
TV Sage Rd,14.72,14-Jul-05
TV Sage Rd,16.58,30-Sep-05
TV Sage Rd,17.78,29-Nov-05
TV Sage Rd,35.55,26-Jan-06
TV Sage Rd,24,21-Mar-06
TV Sage Rd,38,24-May-06
TV Sage Rd,15.85,26-Jul-06
TV Sage Rd,21.1,28-Sep-06
TV Sage Rd,16.54,27-Nov-06
TV Sage Rd,35.7,18-Jan-07
TV Sage Rd,28.24,20-Mar-07
TV Sage Rd,29.9,24-May-07
TV Sage Rd,13.32,31-Jul-07
TV Sage Rd,36.95,27-Sep-07
TV Sage Rd,23.46,29-Nov-07
TV Sage Rd,22.14,23-Jan-08
TV Sage Rd,29.78,7-Mar-08
TV Sage Rd,23.1,6-May-08
TV Sage Rd,36.1,10-Jul-08
TV Sage Rd,14.12,10-Sep-08
TV Sage Rd,15.53,5-Nov-08
TV Sage Rd,20.34,20-Jan-09
TV Sage Rd,26.63,31-Mar-09
TV Sage Rd,16.68,13-May-09
TV Sage Rd,36.28,19-Jan-10
TV Sage Rd,26.86,11-Mar-10
TV Sage Rd,17.95,14-May-10
TV Sage Rd,14.24,13-Jul-10
TV Sage Rd,13.53,17-Sep-10
TV Sage Rd,23.7,9-Nov-10
TV Sage Rd,18.42,1-Feb-11
TV Sage Rd,29.79,20-May-11
TV Sage Rd,15.61,19-Jul-11
TV Sage Rd,15.62,8-Nov-11
TV Sage Rd,30.35,5-Jan-12
TV Sage Rd,24.63,13-Mar-12
TV Sage Rd,15.49,19-Jul-12
TV Sage Rd,14.71,17-Sep-12
TV Sage Rd,35.52,21-Mar-13
TV Sage Rd,20.55,26-Nov-13
TV Sage Rd,23.98,1-May-14
TV Sage Rd,35.46,24-Jul-14
TV Sage Rd,18.52,19-Sep-14
TV Sage Rd,28.27,26-Jan-15
TV Sage Rd,45.65,11-Mar-15
TV Sage Rd,24.92,3-Jun-15
TV Sage Rd,17.38,3-Sep-15
TV Sage Rd,14.04,21-Oct-16
TV Sage Rd,23.36,17-Mar-17
TV Schism School,39.85,8-Jan-04
TV Schism School,38.45,24-Feb-04
TV Schism School,38.33,19-Apr-04
TV Schism School,41.12,17-Jun-04
TV Schism School,46.2,23-Aug-04
TV Schism School,41.91,19-Oct-04
TV Schism School,41.34,22-Dec-04
TV Schism School,43.32,15-Feb-05
TV Schism School,42.94,18-Apr-05
TV Schism School,43.7,11-Jul-05
TV Schism School,43.65,11-Jul-05
TV Schism School,45.23,20-Jul-05
TV Schism School,46.98,19-Sep-05
TV Schism School,45.9,22-Nov-05
TV Schism School,44.46,25-Jan-06
TV Schism School,44.8,21-Apr-06
TV Schism School,39.36,21-Jun-06
TV Schism School,45.02,28-Aug-06
TV Schism School,41.61,18-Oct-06
TV Schism School,39.26,27-Dec-06
TV Schism School,41.05,21-Feb-07
TV Schism School,41,24-Apr-07
TV Schism School,44.32,20-Jun-07
TV Schism School,49.23,21-Aug-07
TV Schism School,45.22,23-Oct-07
TV Schism School,42.65,18-Dec-07
TV Schism School,42.97,19-Feb-08
TV Schism School,44.11,19-May-08
TV Schism School,52.65,18-Jul-08
TV Schism School,50.36,10-Sep-08
TV Schism School,59.98,18-Nov-08
TV Schism School,42.25,15-Jan-09
TV Schism School,41.32,11-Mar-09
TV Schism School,36.63,27-May-09
TV Schism School,37.62,21-Jul-09
TV Schism School,42.29,23-Sep-09
TV Schism School,40.28,13-Nov-09
TV Schism School,39.58,14-Jan-10
TV Schism School,39.28,9-Mar-10
TV Schism School,38.94,17-May-10
TV Schism School,37.35,12-Jul-10
TV Schism School,38.03,27-Jul-10
TV Schism School,42.03,21-Sep-10
TV Schism School,37.93,15-Nov-10
TV Schism School,36.63,25-Jan-11
TV Schism School,37.02,13-May-11
TV Schism School,36.46,21-Jul-11
TV Schism School,37.07,8-Dec-11
TV Schism School,36.82,9-Jan-12
TV Schism School,36.76,27-Mar-12
TV Schism School,35.59,22-May-12
TV Schism School,40.2,6-Aug-12
TV Schism School,41.58,28-Sep-12
TV Schism School,36.88,12-Feb-13
TV Schism School,46.79,27-Nov-13
TV Schism School,42.56,28-Apr-14
TV Schism School,43.99,30-Jul-14
TV Schism School,45.47,23-Sep-14
TV Schism School,40.22,30-Jan-15
TV Schism School,39.1,25-Mar-15
TV Schism School,34.97,5-Jun-15
TV Schism School,42.75,8-Sep-15
TV Schism School,35.15,31-May-16
TV Schism School,40.39,24-Oct-16
TV Schism School,38.41,20-Mar-17
TV Shamrock,17.96,19-Jul-96
TV Shamrock,16.53,20-Aug-96
TV Shamrock,14.34,20-Sep-96
TV Shamrock,12.17,23-Oct-96
TV Shamrock,12.67,21-Nov-96
TV Shamrock,14.58,17-Dec-96
TV Shamrock,13.81,22-Jan-97
TV Shamrock,16.67,19-Feb-97
TV Shamrock,15.55,25-Mar-97
TV Shamrock,18.3,24-Apr-97
TV Shamrock,19.48,20-May-97
TV Shamrock,18,24-Jun-97
TV Shamrock,17.25,31-Jul-97
TV Shamrock,18.78,25-Aug-97
TV Shamrock,13.28,23-Sep-97
TV Shamrock,11.64,30-Oct-97
TV Shamrock,12.18,28-Nov-97
TV Shamrock,15.37,23-Dec-97
TV Shamrock,14.54,23-Jan-98
TV Shamrock,15.57,24-Feb-98
TV Shamrock,17.06,19-Mar-98
TV Shamrock,17.95,22-Apr-98
TV Shamrock,17.21,19-May-98
TV Shamrock,20.15,24-Jun-98
TV Shamrock,18.16,21-Jul-98
TV Shamrock,20.59,25-Aug-98
TV Shamrock,14.02,30-Sep-98
TV Shamrock,10.87,29-Oct-98
TV Shamrock,11.58,27-Nov-98
TV Shamrock,12.68,23-Dec-98
TV Shamrock,15.4,29-Jan-99
TV Shamrock,14.92,24-Feb-99
TV Shamrock,15.79,24-Mar-99
TV Shamrock,16.7,28-Apr-99
TV Shamrock,19.7,26-May-99
TV Shamrock,19.92,21-Jun-99
TV Shamrock,23.59,29-Jul-99
TV Shamrock,18.3,25-Aug-99
TV Shamrock,17.18,22-Sep-99
TV Shamrock,15.06,22-Oct-99
TV Shamrock,12.77,18-Nov-99
TV Shamrock,13.9,17-Dec-99
TV Shamrock,14.76,20-Jan-00
TV Shamrock,15.5,17-Feb-00
TV Shamrock,16.26,23-Mar-00
TV Shamrock,17.95,13-Apr-00
TV Shamrock,17.45,18-May-00
TV Shamrock,21.82,15-Jun-00
TV Shamrock,23.74,13-Jul-00
TV Shamrock,21.7,17-Aug-00
TV Shamrock,17.11,29-Sep-00
TV Shamrock,13.23,19-Oct-00
TV Shamrock,12.92,17-Nov-00
TV Shamrock,12.68,15-Dec-00
TV Shamrock,15.01,25-Jan-01
TV Shamrock,16.74,15-Feb-01
TV Shamrock,16.73,15-Mar-01
TV Shamrock,18.14,19-Apr-01
TV Shamrock,21.9,16-May-01
TV Shamrock,22.33,26-Jun-01
TV Shamrock,24.58,19-Jul-01
TV Shamrock,21.7,16-Aug-01
TV Shamrock,19.64,13-Sep-01
TV Shamrock,16.6,22-Oct-01
TV Shamrock,17.3,9-Jan-02
TV Shamrock,19.3,4-Apr-02
TV Shamrock,24.1,19-Jun-02
TV Shamrock,20.6,11-Sep-02
TV Shamrock,15.7,10-Dec-02
TV Shamrock,18.8,4-Mar-03
TV Shamrock,21.1,15-Sep-03
TV Shamrock,20.4,18-Dec-03
TV Shamrock,17.9,27-Feb-04
TV Shamrock,24.8,20-Apr-04
TV Shamrock,24.8,16-Jun-04
TV Shamrock,22,25-Aug-04
TV Shamrock,23,18-Oct-04
TV Shamrock,20.5,21-Dec-04
TV Shamrock,22.5,16-Feb-05
TV Shamrock,26.7,14-Apr-05
TV Shamrock,24.5,22-Jul-05
TV Shamrock,25.5,22-Sep-05
TV Shamrock,18.8,23-Nov-05
TV Shamrock,19,26-Jan-06
TV Shamrock,24.6,18-Apr-06
TV Shamrock,24.6,23-Jun-06
TV Shamrock,21.6,5-Sep-06
TV Shamrock,20.2,20-Oct-06
TV Shamrock,18.3,29-Dec-06
TV Shamrock,18.8,22-Feb-07
TV Shamrock,23.1,25-Apr-07
TV Shamrock,22.4,19-Jun-07
TV Shamrock,20.2,23-Aug-07
TV Shamrock,16.7,24-Oct-07
TV Shamrock,17.9,20-Dec-07
TV Shamrock,19.4,20-Feb-08
TV Shamrock,26.3,21-May-08
TV Shamrock,24.7,21-Jul-08
TV Shamrock,21.3,11-Sep-08
TV Shamrock,16.7,20-Nov-08
TV Shamrock,17.8,12-Jan-09
TV Shamrock,19.5,10-Mar-09
TV Shamrock,45.6,26-May-09
TV Shamrock,19.43,13-Jan-10
TV Shamrock,19.51,8-Mar-10
TV Shamrock,24.74,10-May-10
TV Shamrock,21.84,12-Jul-10
TV Shamrock,21.58,13-Sep-10
TV Shamrock,21.5,12-Nov-10
TV Shamrock,19.71,19-Jan-11
TV Shamrock,18.45,16-May-11
TV Shamrock,20.75,20-Jul-11
TV Shamrock,14.29,9-Nov-11
TV Shamrock,15.91,5-Jan-12
TV Shamrock,17.88,27-Mar-12
TV Shamrock,20.08,29-May-12
TV Shamrock,20.96,20-Jul-12
TV Shamrock,19.38,13-Sep-12
TV Shamrock,18.26,18-Mar-13
TV Shamrock,17.44,25-Sep-13
TV Shamrock,18.9,29-Nov-13
TV Shamrock,21,23-Jul-14
TV Shamrock,17.01,17-Sep-14
TV Shamrock,18.5,29-Jan-15
TV Shamrock,17.78,13-Mar-15
TV Shamrock,20.34,2-Jun-15
TV Shamrock,22.3,2-Sep-15
TV Shamrock,23.79,17-May-16
TV Shamrock,18.7,24-Oct-16
TV Shamrock,17.84,15-Mar-17
TV Southside Blvd,132.7,20-Aug-97
TV Southside Blvd,144.54,18-Mar-98
TV Southside Blvd,132.72,30-Sep-98
TV Southside Blvd,143.85,22-Mar-00
TV Southside Blvd,129.65,26-Sep-00
TV Southside Blvd,134,17-Oct-01
TV Southside Blvd,150,3-Apr-02
TV Southside Blvd,142.6,21-Jun-02
TV Southside Blvd,139.4,11-Sep-02
TV Southside Blvd,142.7,10-Dec-02
TV Southside Blvd,146,24-Dec-03
TV Southside Blvd,143.6,24-Feb-04
TV Southside Blvd,137,23-Apr-04
TV Southside Blvd,128.9,17-Jun-04
TV Southside Blvd,121.8,24-Aug-04
TV Southside Blvd,119.9,19-Oct-04
TV Southside Blvd,124.8,22-Dec-04
TV Southside Blvd,124.8,15-Feb-05
TV Southside Blvd,153.8,18-Apr-05
TV Southside Blvd,144,20-Jul-05
TV Southside Blvd,122.2,19-Sep-05
TV Southside Blvd,123.1,1-Dec-05
TV Southside Blvd,123.1,25-Jan-06
TV Southside Blvd,145.8,21-Apr-06
TV Southside Blvd,150.4,21-Jun-06
TV Southside Blvd,144.9,1-Sep-06
TV Southside Blvd,139.4,18-Oct-06
TV Southside Blvd,146.8,21-Feb-07
TV Southside Blvd,150.8,27-Apr-07
TV Southside Blvd,152.1,20-Jun-07
TV Southside Blvd,141.3,21-Aug-07
TV Southside Blvd,146.6,23-Oct-07
TV Southside Blvd,143.9,19-Dec-07
TV Southside Blvd,145.8,19-Feb-08
TV Southside Blvd,146.3,20-May-08
TV Southside Blvd,129.8,18-Jul-08
TV Southside Blvd,147.2,10-Sep-08
TV Southside Blvd,145.4,18-Nov-08
TV Southside Blvd,142.7,13-Jan-09
TV Southside Blvd,145.6,11-Mar-09
TV Southside Blvd,144.1,27-May-09
TV Southside Blvd,145.35,14-Jan-10
TV Southside Blvd,145.14,9-Mar-10
TV Southside Blvd,147.13,17-May-10
TV Southside Blvd,141.63,14-Jul-10
TV Southside Blvd,136.72,21-Sep-10
TV Southside Blvd,137.37,15-Nov-10
TV Southside Blvd,146.8,13-May-11
TV Southside Blvd,142.09,19-Jul-11
TV Southside Blvd,137.41,8-Dec-11
TV Southside Blvd,142.56,9-Jan-12
TV Southside Blvd,143.9,27-Mar-12
TV Southside Blvd,144.81,22-May-12
TV Southside Blvd,137.52,3-Aug-12
TV Southside Blvd,133.22,24-Sep-12
TV Southside Blvd,145.74,11-Feb-13
TV Southside Blvd,145.17,27-Nov-13
TV Southside Blvd,148.32,28-Apr-14
TV Southside Blvd,143.03,29-Jul-14
TV Southside Blvd,138.76,23-Sep-14
TV Southside Blvd,144.49,30-Jan-15
TV Southside Blvd,145.01,16-Mar-15
TV Southside Blvd,145.88,4-Jun-15
TV Southside Blvd,141.21,4-Sep-15
TV Southside Blvd,144.81,31-May-16
TV Southside Blvd,141.69,24-Oct-16
TV Southside Blvd,145.21,21-Mar-17
TV Spurline,130.53,27-Sep-93
TV Spurline,129.91,22-Mar-96
TV Spurline,131.37,16-Sep-96
TV Spurline,132.41,8-Aug-97
TV Spurline,133.75,16-Mar-98
TV Spurline,130.45,28-Sep-98
TV Spurline,131.51,21-Mar-00
TV Spurline,132.14,29-Sep-00
TV Spurline,130.6,9-Oct-01
TV Spurline,131.65,18-Jul-02
TV Spurline,131.1,19-Feb-04
TV Spurline,133.6,22-Apr-04
TV Spurline,138,16-Jun-04
TV Spurline,139.6,24-Aug-04
TV Spurline,137.2,18-Oct-04
TV Spurline,138.4,20-Dec-04
TV Spurline,138.5,16-Feb-05
TV Spurline,134.5,14-Apr-05
TV Spurline,138.3,22-Jul-05
TV Spurline,136,20-Sep-05
TV Spurline,135.8,22-Nov-05
TV Spurline,133.8,27-Jan-06
TV Spurline,134.4,24-Apr-06
TV Spurline,136,20-Jun-06
TV Spurline,136.4,31-Aug-06
TV Spurline,133.4,19-Oct-06
TV Spurline,133.4,28-Dec-06
TV Spurline,133.8,20-Feb-07
TV Spurline,135,25-Apr-07
TV Spurline,137.2,18-Jun-07
TV Spurline,137.3,19-Jun-07
TV Spurline,135.1,22-Aug-07
TV Spurline,133.6,22-Oct-07
TV Spurline,133.3,18-Dec-07
TV Spurline,134.3,18-Feb-08
TV Spurline,137,19-May-08
TV Spurline,139.4,22-Jul-08
TV Spurline,137.2,9-Sep-08
TV Spurline,134,18-Nov-08
TV Spurline,134.2,23-Jan-09
TV Spurline,134.8,12-Mar-09
TV Spurline,137.3,28-May-09
TV Spurline,134.36,15-Jan-10
TV Spurline,134.88,11-Mar-10
TV Spurline,136.37,14-May-10
TV Spurline,140.05,13-Jul-10
TV Spurline,132.25,17-Sep-10
TV Spurline,134.29,9-Nov-10
TV Spurline,134.9,1-Feb-11
TV Spurline,136.27,20-May-11
TV Spurline,139.19,18-Jul-11
TV Spurline,134.56,8-Nov-11
TV Spurline,134.77,3-Jan-12
TV Spurline,135.06,13-Mar-12
TV Spurline,137.14,24-May-12
TV Spurline,139.64,19-Jul-12
TV Spurline,136.26,17-Sep-12
TV Spurline,135.68,19-Mar-13
TV Spurline,134.89,26-Nov-13
TV Spurline,135.29,25-Jan-14
TV Spurline,136.4,1-May-14
TV Spurline,141.22,24-Jul-14
TV Spurline,153.39,18-Sep-14
TV Spurline,135.4,29-Jan-15
TV Spurline,135.59,11-Mar-15
TV Spurline,138.25,3-Jun-15
TV Spurline,137.15,4-Sep-15
TV Spurline,139.75,3-Jun-16
TV Spurline,135.8,20-Oct-16
TV Spurline,136.17,22-Mar-17
TV Star Rd 1,10.07,20-Mar-96
TV Star Rd 1,6.19,16-Jul-96
TV Star Rd 1,6.62,20-Aug-96
TV Star Rd 1,5.95,16-Sep-96
TV Star Rd 1,7.12,22-Oct-96
TV Star Rd 1,8.54,20-Nov-96
TV Star Rd 1,9.25,16-Dec-96
TV Star Rd 1,8.31,27-Jan-97
TV Star Rd 1,8.29,19-Feb-97
TV Star Rd 1,9.68,25-Mar-97
TV Star Rd 1,7.52,28-Apr-97
TV Star Rd 1,7.67,20-May-97
TV Star Rd 1,7.17,27-Jun-97
TV Star Rd 1,5.98,31-Jul-97
TV Star Rd 1,5.79,25-Aug-97
TV Star Rd 1,7.25,23-Sep-97
TV Star Rd 1,7.78,30-Oct-97
TV Star Rd 1,8.98,28-Nov-97
TV Star Rd 1,9.86,23-Dec-97
TV Star Rd 1,10.5,23-Jan-98
TV Star Rd 1,11.25,24-Feb-98
TV Star Rd 1,12.04,18-Mar-98
TV Star Rd 1,12.51,22-Apr-98
TV Star Rd 1,8.92,19-May-98
TV Star Rd 1,7.6,23-Jun-98
TV Star Rd 1,6.96,22-Jul-98
TV Star Rd 1,6.02,26-Aug-98
TV Star Rd 1,6.98,30-Sep-98
TV Star Rd 1,8.4,27-Oct-98
TV Star Rd 1,9.4,25-Nov-98
TV Star Rd 1,10.24,22-Dec-98
